sentiment	text
1	Scottsdale's excellent secret. I was not surprised by the excellent service and individual attention which was given to me other wedding guests that stayed at this lovely property. Marriott is know for its' excellent service and attention to detail regarding its guests. The accommodations are always immaculately maintained, the front desk staff is always willing to assist regarding any reasonable request. I am a travel concierge, because of their stalwart commitment to service, I will continue to recommend the Courtyard by Marriott to my clients. Lisa and Jean welcomed me and additional family members and ensured that we were well informed regarding shopping opportunities close by. We were availed of their free shuttle services within a 3 mile radius throughout our stay. Friends and family were all there to attend my daughter's wedding just a few miles away, their individual attention to each party member made my stay at Salt River especially exceptional. While the entire hotel staff was amazing, I can't begin to bestow the appropriate amount of gratitude and praise Lisa and Jean deserve for their unrivaled professionalism and basic kindness...Well Done!!!
1	Great Experience. The room was large with twin queen sized beds. The bathroom was the right size and we had planty of room for relaxing and dining. I have 2 small children and they were very comfortable. To keep them busy, I hooked up my media streamer to the LCD tv and away the kids went with their cartoons. The pool was a nice plus. While not too large, it was plenty for the people that partook. The kids made many friends while at the pool and we had several kids come to our room to invite my kids to come down to the pool. I can't say enough about the breakfast. The days we were at the hotel, the breakfast was amazing. Eggs, bacon, muffins, cereal, jucies, waffles, etc...just about everything that my kids love for breakfast. Different days had different breakfast specials. One day was breakfast sandwiches which were quite good. Another day was breakfast burritos which were also quite good, but there was no salsa. Luckily, we had salsa in the room. Overall, I was very pleased with our stay at this hotel.Thank you for taking time to share your great experience with our hotel. I am very happy to see that you enjoyed your stay here at the Best Western Mission Bay. Thank you for your compliments to our rooms and breakfast.When you return to San Diego, please feel free to contact me directly for your reservations needs. You can reach me at 619-275-5700 ext 393 or Lpradohotelpros.bizThank you again for your review.Leidy PradoFront Office Manager
1	Top Notch Start To Finish. Spent four nights at the Orchard Garden this week with my wife and daughter and can't say enough good things about the experience. From my initial phone call , a follow-up email and then one back from the hotel asking if we needed anything before arrival, it was the best dealings we have had with any hotel. They honored my request for extra towels and a high room away from elevators and ice machines. We overlooked Bush Street and heard very little noise and slept well on comfy beds. Hotel is well located, clean and does things right. Doormen, front desk staff and housekeeping were excellent. Our double superior room was bright, clean and larger than we expected. Do yourself a favor and consider the Orchard Garden in your travel plans to San Francisco. Don't know what previous reviews are complaining about concerning transportation from the airport. Our cab from SFO was 49.50 (before tip) and the hotel arranged a Lincoln town car for us back to the airport for 50 (before tip). Really can't beat that considering the cost of hotel parking in the city.Dear TwoRetiredOshawans,We are excited to read that you loved our hotel and found your accommodations pleasing for your stay. Our team always tries to meet the expectation of our guests. Whether it be simply more towels in the guest room or a quiet room away from the elevator we are here to make your stay the best stay possible.I really appreciate your comments about our beautiful hotel and we hope to see you back at the Orchard Garden Hotel in the near future.Thank you,Bruce PinckneyFront Office Manager
0	Ants. The staff was very friendly and nice, the bed was comfortable, but there were ants on the walls, in the bathroom - we kept our suitcases zipped to make sure we didn't take any with us! Fortunately the bed was clean and ant-free. The room was clean - they just had a problem with ants which should have been taken care of. The front desk guy, a very friendly young man, did tell s when we left that the were doing complete renovations in the next few months, so this problem might soon be solved.
0	Moved too many times. Ther were too many hassles during the check in process and rooms not being available multiple times. The travel party of eight with all of the Baggys have to be moved to three different locations not because of their request because it was thought to be available after all. It was a big castle after traveling for 14 hours. Greetings Theresa,When we spoke at check out, I thought we were able to make it right. Please email me at yoldeen.saintforthilton.com directly so I can understand the reason behind the 2 star review. I'm sure we will be able to resolve this.Assistant General ManagerHampton Inn Suites at SeaWorld Orlando
1	Good comfortable well serviced accommodation, close to the French Quarter. We thoroughly enjoyed our stay at this hotel for four days during September 2012. A home away from home! Service and customer focused staff in all areas of the hotel looked after customers with genuine care. Every evening from 5.30pm they have the Manager's reception, which entails a free drink of your choice and extensive snacks. both hot and cold food. The breakfast is very adequate (cereals. eggs. waffles, juices, toast etc) .. and there are number of dishes. Perhaps some cut up fruit would have been good but there was bananas and apples available. There is coffee, juice, soda. Iced water available any time of the day in the reception area.The pool on the rooftop is excellent with strangely enough few guests using it....which suited us very well. always sparkling clean and fresh towels available. The small gym got a little hot and stuffy after 8am as the sun streamed in through a number of windows. We walked an easy walk to the riverfront where you can catch the street car. There usually is a street car operating outside the hotel but maintenance work was in progress when we stayed and only buses were available. The hotel has just commenced the building of a new wing and originally was due for completion in June 2013 but now completion is expected December 2013. We stayed in room 821 and had a small balcony overlooking the early stages of the construction sight. Didn't experience any inconvenience or noise. In fact had a lovely view at night as there was nothing obstructing our view, but this will change as the new hotel wing progresses. You will be fine for several months until this occurs. There is a small fridge and microwave in the cupboard which is adequate but go down to Frenchmen's Street for some great cafes and restaurants. Go to Coups Place for great Cajun food and cheap too! There is no doorman opening and closing doors. but who cares with all the other advantages one has in staying in this delightful hotel. So nice to know that management staff care about you and your stay at their hotel! Would recommend this hotel without any concern. When you book in 2013 to stay just first ask about the construction progress so you can enjoy your stay free of any inconvenience.
0	Most of the rooms smell !. Changed rooms, but it didn't help. Carpet soaked with chemicals... I left door open, but it didn't help. The smell stayed. 2.floor to the right is probably the worst. It seems to be a health risk. I received a light headache in the morning. I did not experience the praise about this hotel. And the good comments read like ads.Good Afternoon,Thank you for completing the survey regarding your recent stay at our property. On behalf of our entire team, I would like to apologize for not exceeding your expectations.I am sincerely sorry for the smell in your room. When you have a moment can you let us know what room you stayed in so that we can have our maintenance team take care of it right away. Your satisfaction is important to us and we will be using the feedback you gave us to implement improvements to ensure we offer a better experience for guests in the future. I hope that you will consider staying with us again so that we can have another chance to provide you with a superior experience. If I can provide any assistance, please don't hesitate to contact me directly at 619-275-5700 ext 393 or Lpradohotelpros.bizSincerely,Leidy PradoGuest Services ManagerBEST WESTERN Mission Bay
1	Great, The Second Time Around. My son and came to Atlanta for our annual trip to see the Braves. We stayed at the JW a few years ago. Although the hotel was nice, the experience was just ok. The room was nice but had the old style TV. Room service was slow, staff ok. The only thing that was great was being next door to the Lenox Mall. Last year we stayed at at the Omni but decided this year to give the JW another try. I'm so glad I did. It was a completly different experience from our previous stay. The staff was genuinely helpful and concerned. After checking in (10am) I left the front desk thinking I remembered where to go to get to the room. I saw a security person and asked her. She was so helpful. She went on the elevator with us, took us to our room,made sure our keys worked and if the room met our standards. I have never received service like this. The security person's name is Gwen Rankin. She gave us her card and told us if we need anything to contact her. The room was very nice and had the flat screen TV that we come to expect from a high class hotel. My son and I had plans the next day and wanted room service. We thought we had to get up at 6am to place our order so that could get to our destiation on time. Well we woke up late and was going to change our plans. I called room service and they told me they will be there in 30 mins or less. I was pleasantly surprised. Our previous experience with room service, it took them almost 2 hrs to bring our food. Needless to say my son and I were able to keep our plans. After this trip it was decided that if I'm able to get the great Government rate as I did this trip, the JW will be our hotel whenever we visit Atlanta.
0	Can be improved on. Dear Sir/Madam I arrived closer to 23h00 the first night. I was first assigned Room 421 which after spending some time there realised that the main lights were not working and the toilet appeared to be clogged - also found a sweetener paper wrap in the toilet. I was then assigned Room 418 - none of the lights in main area and then finally got Room 426 well past midnight. The lights kept having to be reset during the course of my stay. The general cleanliness of the rooms was not great.
0	Terrible dirty place. Good thing I brought my lysol spray with me. The carpet soo.. dirty and stained. I should know as soon as we entered the lobby! Traveling with two kids I cleaned with clorox towelettes everything in the room.
1	Huge room - great for the price, but noisy by the highway. I can't remember which Wingate we stayed at but we came through Florida toward Indy and it was right off that route. This hotel was clean, very friendly but extremely noisy at night. The highway traffic was really bad on a Thursday night during Spring Break. However the hotel room itself was wonderful! It had 2 separate bedrooms with tvs for each, a kitchen area and a computer area plus free breakfast for under 100. It didn't seem to be a crappy part of town either. Would recommend it but not on spring break. Starbucks is just 2 blocks down - bonus.
0	seven seas. dirty
0	Building should be torn down. There is nothing I can say about this place. Stuck here for a convention. Poor service, Poor food quality. Bathrooms are at least 15-20 years old. Water issues. Maid service not even close to daily. Entire property is dirty. I would not stay here again if it were free
1	Good for price. Great hotel for good price!hotel was clean.everyone was very friendly (huge plus!)breakfast was delicious .. so many choices... sausage gravy and biscuits, waffles, hard boiled eggs, yogurt, egg omletes, sausage patties.great location... 5 miles from UCF, right off hwy but very quiet hotel.this will definately be our hotel of choice for the next 4 years while our son attends UCF!Dear Shannon LThank you for staying at my Best Western Inn Suites here in Orlando. This is a great place to stay for any reason.Your comment on how we are a good match for families is certainly spot on. Our breakfast allows everyone in the family to choose what they like to eat and its included within your rate complimentary. I sincerely hope you can return on vacation soon and trust your business in Orlando went well
0	bad experience. clean room but not a good one...over the mechanical room and noisy.....broken shower head bracket which fell on my wife's foot....impossible to get breakfast in the morning with long line up and no food...no front desk support to solve problems
1	Almost perfect. We stayed at the Solamar as part of our honeymoon last week. We arrived after a long drive and straight away we were hit with 3 big charges. 45 a day to park your car there which seemed slightly excessive! And then one of my biggest gripes with hotels...12 for wifi...I just don't get in this day and age how a hotel can still charge you for wifi. Then after a week of travelling down California we had quite a bit of washing...on average they charge about 6 per item. so it would have been over 100 just to wash a few items of clothing...luckily we found a laundrette on 4th avenue. (and free wifi in a caf round the corner)That's the bad stuff out of the way!Now the good stuff!Great location to discover San Diego. Was a walk to Balboa Park...and a walk to the harbour. They sent us a bottle of Champagne and strawberries in chocolate as a honeymoon gift (the only hotel on our honeymoon that acknowledged our celebration - not that we expect any freebies but it is nice!)The room was great...modern clean and spaciousTheres a nice rooftop area with seating bar and a small poolThe staff were very friendly and helpful.Breakfast is situated at the adjoining caf which was nice.So almost full marks but not quite!First off Lifeshouldbeaholiday, I love your username and 100 agree, life should be a holiday! Thank you for the candor used while sharing feedback regarding your visit with us. So happy to see that our team took such fantastic care of you and congratulations on your marriage! I know those additional charges can add up quickly, we do offer complimentary internet for our Kimpton Karma Rewards members (which is a free loyalty program) and fortunately the free internet with that program is good at all Kimpton hotels. We do occasionally offer exclusive deals for our Kimpton Karma guests as well that include discounted parking, if you choose to sign up, it will certainly help save some money on those additional charges. I hope we will be able to welcome you back again, maybe for your anniversary if not sooner. Cheers! Shannon
1	Beautiful modern hotel with friendly staff. Had such a fantastic stay, rooms were fabulous, staff were helpful and always there to help, take away coffee in the morning was a god send to start trekking down to fisherman's wharf approx 30 minute walk and 10 minute walk to union square, fabulous location. Caf across the road open from am for early birds and convenient store and sandwich stop on same street.Dear Maz M,Our location is perfect for those visiting Union Square and all the sights of San Francisco. Our highest aim is total guest satisfaction and by sharing you would be inspired to return we know we have done our jobs well. Thank you for choosing to stay with us and leaving this generous review. We hope to welcome you back soon!Luis MoralesHotel Manager
1	Good Hotel Right In The Mix. I did not have any issues while staying at this hotel. The location was very close to the Union Square where I was able to hop onto our tour bus and also had great shopping and food options that were close. The front desk was very helpful with their tips on where to go and what to do around the city.Wow! Thanks for the great feedback on your recent stay at Hotel Diva! It sounds like you had an awesome San Francisco visit and we are pleased you enjoyed our central location and helpful staff. We really appreciate your review and hope to welcome you back next time you are visiting our city. Thanks again.
0	Not worth your money. The room smelt the bathroom was not very clean, there was stuff on the walls. The a.c. was broken so was a light fixture. The tv channels came in blurry and staticy. But the location was great
0	Never again..... You get what you pay for. The rooms were old and beat up. I slept all of 2 hours the whole night as I felt like there were bugs crawling on me in the bed. I couldn't wait to get out of there. Breakfast was....a joke. Spend the extra and stay at a better hotel.
0	Noisy. We stayed her as part of our Honeymoon trip recommended by the local Tourist Board. We were very disappointed on arrival the hotel was built in the early 1900, however they have not spent much money on the property, Carpets were grim and dull and walls and paintwork was cracked , mould and paint peeling off. Bathroom was tiny, while sitting on the loo you were able to rest your head on the wall in front of you. Shower just about dribbled out so you barely got wet. They were working in two rooms with lots of concrete and dust, we were not told this at the time of making our reservation, which was on the day of arrival. The hotel also had an evening event taking place in the ballroom and our room was overlooking part of the courtyard where everyone spilled out to during breaks and when it finished the noise was so bad it was as if we were lying in the middle of a nightclub. We were kept awake after driving over 300 miles and on honeymoon. Breakfast was very limited/basic in fact with very low cost items and plastic plates/cups ect. Not what I would expect having paid over 100Thank you for your review. We try to notify all guests of events in our ballroom and I am sorry that we failed to do so when you checked in. I sincerely regret the disturbance to you and your wife. In the future, if you have any trouble in your room or otherwise, please alert the front desk and we will be happy to move you to a more suitable room. Your feedback is very important to us and appreciated as it helps us to make improvements. Best, Kristin Anderson Assistant Hotel ManagerThe Highland Inn
1	orlando hotel. Hotel's rooms are very spacious. The staff was super friendly. good location. The only thing that was a light bit negative is that I had a suite becuase I knew I would need the pull out couch. There were no blankets or pillows left for the pull out bed. It was clean and had sheets. The suite was very spacious and affordable.Thank you fro providing us with your feedback of our property. I'd like to start by apologizing for any of the inconveniences that you may have experienced during your stay as far as the sheets for the pull-out. I do hope that the front desk was able to give you the extra sheets upon request. I am however glad that the rest of your stay was enjoyable and we hope that you will choose to stay with us again given the opportunity.
0	Tripped out experience. This place is a dump! It rides off the coat tails of being haunted, but I guess the only ghost here is the maintenance person. The place has everything antique, but that's no excuse for having crappy accommodations. The bathroom towel rack is secured with a piece of wire. Also, despite the king size bed headboard being beautiful, you can... More
0	poor first impression for my family. We had a 5 am flight at Orlando airport, so decided to stay the night before at the Hilton garden in as it is a 5 minute drive to the airport. The hotel was perfect for that reason. We were unhappy with the quality of the room as it had not be serviced correctly. We were not an early check in. We checked in after 5 pm but our room had dried pee on the toilet and a used soap bar with hair on it in the shower. It is a simple fix for the hotel but just an awful experience when they make these mistakes to ready a room. The nightly fee for the room was 219 per night, so I have a higher expectation for the quality of the room for that price range. if it had been sub 100, the value would have offset the lack of quality controlOn behalf of our entire team, I would like to offer my sincerest apologies for the service issues in your room. There are no excuses for the issues you experienced. We have inspection procedures in place to make sure things like this don't occur and clearly we dropped the ball this time. I am working directly with our housekeeping supervisors to review and tighten current procedures to make sure that we deliver a superb stay every time. Again, I apologize, and I hope that you will stay with us again so that we can have another chance to give you the clean, comfortable accommodations that you deserve!Thank you for being our guest and taking time to share your feedback with us.All the Best,Debra Thompson-FrenchGeneral Manager
1	Hotel excellent in every way!. I can't say enough good things about this hotel. First off the staff ---every single staff member--- was helpful, courteous and went out of their way to go extra mile to make sure our stay was great. The housekeeper even took the time to arrange my kids stuffed animals in fun and creative ways. Second this was the cleanest hotel I've ever stayed at. I'm a slight germ a phobe so hotel rooms can bother me. I was so comfortable in the room because it was so clean. Third, the breakfast was good and had a nice variety. Lastly the little touches like the lemon water at foyer, the milk and cookies at 8 each night and the treasure box for the kids at check out all made the stay extra memorable. Thank you for a wonderful stay. Heather
0	Not what was in the images or described by Hotel staff. I basically live out of hotels and this is the WORST I have ever seen. Staring with parking you are paying 12.00 for a spot that you have to do a 3 point turn to get into and my Camry almost didnt fit into. The room was super small for being a family suite and everything was cramped. The was enough space between the foot of the bed and the tv table was wide enough for a vacuum to fit though as well as the space between the bed and the wall. The second room was divided by a French door only the fixed side of the French door had window covering so there is no privacy between rooms and the lights from either room shines into each other. The AC was weak and smelt like mold. The second room never got air and by the time you go to the bathroom forget it just open the window to let the air in. There is no circulation, except what was provided by a large fan in the wall between rooms that was extremely loud and reminded me of an attic fan. One good thing the bed was comfortable for a single night stay. This location does offer breakfast, but after making a waffle and getting a plate together and sitting down to eat each of us took a bite and ended up at Dennys down the street. I wasnt expecting a Hilton or the Ritz Carlton, but I was expecting something a little higher than what ended up looking like highway motel. Lucky for us we were there only one night before heading home to Los Angeles.Dear Guest,Thank you very much for your honest and detailed feedback on your recent stay at our hotel. Your feedback is extremely valuable to us, as we strive to improve with each and every stay. I greatly appreciate your comments about aspects of the room that need updating. It is a pleasure to announce that we will be implementing many of these upgrades to the property within the next couple of months. Our rooms will be getting new mattresses, bed skirts, window treatments, carpeting, in-room accessories, and much more! In taking great care of our charming hotel, our main priority is to be able to offer a very well-maintained and comfortable atmosphere. I hope that I can convince you to change your mind about another visit to our property. Please reach out to me directly at Laura.bensoninterstatehotels.com, if you would be willing to give us a chance to turn your experience around. It would be such a pleasure to personally welcome you back to our new and improved hotel!With much appreciation,Laura BensonOperations Manager619-881-4004
1	Convenient, clean and quiet.. My wife and I recently spent 5 nights at the Whitney Hotel. We chose it for its mid-way location between the WWII and the Ogden Art Museums, and the French Quarter. It is also only a block from the Charles St. trolley to the Garden District.Our 6th floor king-bed room was a little small by king standards, but didn't feel cramped. The only smallness inconvenience was a lack of night stand and light on one side of the bed (no room). The bed and pillows were excellent and the room clean. The bath room had ample space for both of our toiletry bags, and there was a nice tub/shower with great towels. The provided shampoo and other products were of high quality.Since our room was directly above Poydras Street, a busy thoroughfare, we expected some noise and on the first night, which coincided with a Saints NFL game, we got it. However the noise subsided about 10 PM after the game traffic cleared and each of the subsequent nights were pleasantly quiet. The A/C was efficient and quiet.This is a smaller hotel (compared with the mammoth nearby Sheraton) and the staff were always available and pleasant. There is a restaurant on the premises (we only had one breakfast there - very good) but many, many fine restaurants in all price ranges are within 5-10 min walking distance. I felt the hotel was a great value for the price and would gladly stay again.We're so happy to hear you enjoyed your stay at the Whitney Hotel in New Orleans! Thank you for the great review and we look forward to seeing you again soon. Sincerely, Casey A. CallaisGeneral Manager
1	Exceptional spa and fitness facilities!. This is an older hotel but far from beyond it's prime! They have done a fine job of keeping it updated. I love the way the rooms all open up to the main open area. The brick mosaics on the outside of the building are unlike anything I have ever seen. I loved the steam room and fitness area. The showers and little lounge area near the gym are wonderful. I almost stayed down there and left my poor husband in the room with two crazy kids! It was very quite even though there were many gatherings going on this weekend. The only problem we had was the jerk who had the room before us set the alarm for midnight and it shocked us awake. It took about an hour to get back to sleep. Just plain rude!Thank you for the deailed notes on your recent visit with us. I am glad you enjoyed your stay and had a chance to go to our fitness cente. I hope you were able to squeeze in enough time to visit our spa too I will share your experience with the alarm clock with my team to ensure we are double checking clocks when we clean the rooms. Sees like we could have caught that for you. Hope to see you back at the Waverly soon!
0	Suffice. Well, I'm stayed in much better motels and some worse, though I made do with this one. First off they put me in a room that had not been serviced since the last guest. Walked in and like wow, is someone in here! Obviously they were long gone but not a good feeling. Called the front desk and they put me in another room. My new room seemed clean, though motel in general is a little run down. Motel itself is actually 3 separate buildings and I was in the south one. Area is fine and I felt safe walking around outside at night. Couple of real good honky tonks right next door (recommend Nashville Palace), though down side if you want peace and quiet you won't get it until they close up at around 2am. The outside pool is across the parking lot right up beside a Bar and Grill (Scoreboard - another fine honky tonk), though not like I was going to partake in outside pool in January anyway though is strange where the pool is located. By far the best about this motel is the location. Everything you need is within walking distance. All in all it was okay though not sure I would take family to stay there, though good for just me and would stay there again. All depends on your level of expectations, if they are low to average, you should be fine, if high, go somewhere else. Get what you pay for.
0	Gross. Over priced, old, and gross. We arrived in our very small room to towels that someone with a bad cold blew their nose in. Yes, that was left for us. The front desk laughed when they saw it. Maybe they laughed because they had to come back in from smoking to help. The bathrooms are similar to what you'd find... More
0	Nice but terrible service!. I was here a month ago for a business meeting for 3 nights. Somehow my points dint transfer to my account and their was no record of it Really! The hotel is nice looking and food was okay not great. And parking should be free. Paying 15 bucks a night is redundant. There is no curtsey whats so ever...... Not coming here anymore or any four Points.Thank you for taking the time to write a review. We strive to make all of our guests feel welcome, so we regret to hear about your experience. Your feedback is important to us and we want to make this right. Please reach out to me so I can make sure you receive your Starpoints and so we can discuss your review further. John, GM Four Points by Sheraton Seattle, john.markfourpointsseattle.com
0	No non-smoking rooms available at check-in. Place is old, smoky, and run down. The location is awkward to get to.
1	"Un sjour plus que convenable!. Nous avons pass 9 jours dans cet htel et nous avons t trs bien accueillis par un personnel fort sympathique. Le jardin nous a enchant: trs bien entretenu et agrable  parcourir pour aller de sa chambre vers les diffrentes piscines et btiments. Nous avons occup une chambre tout au fond du parc , l'quipement est bien sans tre extraordinaire , confortable sans tre luxueux, et mme en de d'un ""resort"" o nous avions pass une nuit  Saint Martin (chambre quipe , grand lit , cuisine complte et ustensile, terrasse...).Nous prenions nos petits djeuners au Max deli's  l'intrieur  prix trs abordable. Il y a un arrt du trolley juste en face de l'htel et l'aroport n'est pas trs loin. La dernire nuit passe au bar o nous avons pu commander des cocktails divers et rigoler avec le barman tout en coutant le pianiste fut trs agrable."
1	Very well maintained and great hospitality. My wife and I stayed at this hotel for three nights (Fri to Sun). We checked in around 9 PM and the staff was very cordial. After entering the room we realized that during the time of booking, we did not specify the type of room we want and hence ended up getting one with two Queen beds. My wife called the front desk and asked if we can get a King Bed. They accommodated us immediately and a staff member brought the new room keys to us. This was great since we did not have to go back to the front desk.The room:- The room was modest in size with a balcony and chairs to sit- South wing rooms had a great view of the indoor+outdoor pool while the North wing rooms had a view of some concrete ground and a covered up swimming pool- Air conditioning was working well and the hot water was consistent- We did not like the bed that much as we had minor back pain every morning. Fortunately it was not that bad.Food:We ate in the hotel restaurant only once. We had a breakfast of French Toast and pancakes. The food was decent and the price reasonable. The bar had about a dozen beers on the tap. Moose Drool was my favorite.Service:Throughout our stay, the service was excellent. Every staff member was professional, yet friendly and very helpful.Here are some of the additional expenses you may want to consider.Parking: 28 per dayBasic Internet: 13 per dayHigh speed Internet: 17 per dayDear Bhaskar, thank you very much for taking the time to write about your stay with us. I am very happpy to hear that you and your wife enjoyed your time and our hotel! Perhaps we can welcome you again some time in the future! Wishing you safe travels, Dieter Heigl
1	Great for business trips - not so quiet suites - very slow service. Very smartly located next to the Metreon and the conference center as well as the MOMA. If you are in town for a conference this is for you!If you are a tourist then this is not your best bet as this hotel sits two blocks South of Market St.Suites are very large and boast a dining room, a TV area with a large sofa, a separate bedroom and an expansive bathroom (separate toilets). Amenities are from Remde so top of the line. You will find those products in their Remde spa as well (located on the 6th floor).Gym + indoor pool.Metropolitan suites come with a 24/24 private butler service but expect a VERY slow service. If you order a bottle of champagne to treat your big clients in your suite expect to wait at least 30 min.No coffee maker, no tea kettle, nothing that you can make yourself. Each and every cup of coffee/tea must be ordered through the butler service and expect another long wait.No extra comforter, pillows.Summary: nice and large suites but service can definitely be improved.Dear Guest,Thank you for taking the time to review The St. Regis San Francisco. We are pleased that you enjoyed our guestroom dcor and spa amenities during your stay. I appreciate your comments about the Butler service, and apologize for the inconvenience that the delay caused you. I encourage you to contact me directly so that we may discuss the details of your stay and how we may improve your experience. Sincerely,William FongHotel Manager415-284-4057
1	I cannot believe anyone is complaining about this hotel!!!. I thought I would have a look to see what others thought of this wonderful place and could not believe my eyes when I saw negative comments.I was in orlando for business and was moved to this hotel half way through my stay for geographical reasons. Upon my arrival the staff were very friendly, accomodating and professional. I was told shuttle buses to the airport left every 20 minutes were I could transfer to a variety of Lynx bus routes. I did not have a car during my trip but from what I saw of the car park, it looked just like any other. The shuttle drivers were very pleasent especially Angel and Brian. I used the shuttle several times during my trip.As for the rooms I have absolutly no complaints! They were full suits with a living area and bedroom area. Especially as I was on my own it was VERY spacious. There was a fridge, microwave, coffee maker, hair dryer as well as 2 TV's (1 in each area of the room). The pool area/courtyard was very tranquil with palm trees and other shrubbery. There were some small live animals around (frogs, gheckos etc) but these are found throughout florida anyway. The pool was a combination outdoor/indoor pool with a divider in the wall and chairs or sunbeds in both areas. Sadly the jacuzzi was out of use but these things happen.All meals were wonderful, especially the american breakfast buffet which had hot and cold choices. The evening meals were delicious even if a little expensive but again that's what you get in hotels.To be blunt if what you want is a palace then ask the Queen of England if you can come for a visit otherwise this will suit the needs of any normal person. The only draw back to this hotel is that if you want to visit the theame parks, you are very far away.
0	Hilton Head. Wifi was totally non existent! Staff was neither friendly nor unfriendly.
0	Dont book hotel. To basic of an hotel for 150 bucks a night. Tiny room. Squeaky bed. We couldn't even enjoy being intimate cause they squeaked so much loudy. They dont have bathrooms in the room. It felt like i was in solitary confinment cause the room was so plain. Didnt have any curtain on the window so i had no choice... More
0	EWWWWWWWWWWWWWWWW!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!. We stayed at La Hacienda because it was close to the SafeCo field and we had to get to a Mariner's game. We decided it was only for one night and we would leave immediately int the morning. The service was bad, with non-english speaking staff. The shower and sink did not drain and when we complained to the employees they did nothing to fix it. The carpet was dirty, there were spots on the wall where the wallpaper was ripping off and they had tried to patch it. The TV didn't work and there were creepy people hanging around the parking lot. The next day we discovered there were bedbugs in the beds, as one member of our group had gotten bitten in quite a few places. It was certainly not worth the money.
0	Hotel trying their best, but facility is just old. The staff was very nice but the rooms are just old. Had a strange smell to the room and my daughter actually got congested while we were staying there. It may not have had anything to do with the room but you can't help but wonder. The breakfast was nice. Hotel just needs a major renovation. We felt safe in the area.
1	Recently remodeled and updated. Very nice updates to this Marriott.The restaurant and lobby area is very nice. Lobby can be loud at night with everyone enjoying happy hour.The gym is very nice, but a little tricky to find in the pool area.Concierge lounge is nice, but tiny. Great food and service.We had a meeting here, and they did everything they could to accommodate us and our needs. I asked for a Diet Sierra Mist, and they brought me 4 of them in a bowl with ice, and a glass with ice.My only complaint would be the shuttle ride to and from the airport. Its is long, and makes many stops, including to the Marriott O'Hare Suites. If time is on your side, or you are totally cheap, take the shuttle. However, if you want to get into your bed and be to sleep as soon as possible, take a cab. It runs between 16-20 bucks.Dear sttcarrie:Thank you very much for spending the time to write about your stay and your very positive experience with your meeting. Indeed the travel time to the hotels in the area is lenghty at times, the airport restrict all shuttle pick up to only the bus center in terminal two which creates traffic jams at times. We do run our shuttles every 20 minutes throughout the day and make every effort to be on time. Thank you again for staying with Marriott!Wishing you happy holidays and safe travels.
0	Awful experience. I had a terrible experience with this hotel. I did not have towel rack or telephone in my room. Also there was an issue with the cleanliness of the room.
0	NEVER AGAIN IN MY LIFE!!!!!. When I first arrived at this motel I did not realize what I was getting my self into the first night was ok no major problems no more than to be expected from a motel right next to a bar. Although after the time I had to live there 2 months I found out that the sewer backs up into... More
0	Terrible Hotel. Very horrible customer service at the beginning of our stay and during our stay, We are.very disappointed with this hotel. The walls are paper thin. The customer service rep hung up on me as I was describing how loud the guest was next door.
1	Great stay. We stayed here wilt our grandson and his Dalmatian dog and we had a terrific stay! Julia was joking with our grandson about how big the dog was and he thought that was great, everyday when we got back to the hotel he was looking for her to talk to about what he and the dog did, and by the end of our stay he was hugging her goodbye. Housekeeping was also terrific, never ran out of anything. Keep up the good worklwill789,Thank you for choosing to stay at Hyatt House during your recent trip to Seattle and for taking the time to share your experience on TripAdvisor. We are thrilled to hear that you, your grandson and his Dalmatian dog created wonderful memories throughout Seattle and utilized the amenities within our beautiful new hotel. I will pass on your kind words to the staff, they will all be bursting with excitement knowing they made a difference. We are always trying to leave our guests with lasting memorable experiences. Please let us know when you plan on returning to Seattle as we would love to you welcome you as our guest again!Sarah Junge
1	Whitney. Excellent service and location was perfect. Have been in New Orleans numerous times so we didnt need to be in the heart of French Quarter which could be very noisy. dont get me wrong, love a good time let the good times roll but when I want to sleep I prefer quite.. Staff very helpful , great new restaurants in warehouse district....Thank you for the great review and for your recent visit to the Whitney Hotel in New Orleans. We certainly appreciate the kind words and we are looking forward to hosting your next trip to the Big Easy!Sincerely, Casey A. CallaisGeneral Manager
0	Dated, tired and in dire need of total renovation!. Only thing nice about the property was the friendly staff, room layout and decent location. The property has nothing else to offer!
0	Don't bother.. Forget staying there. Unless you want a trashed out hotel room, with clueless employees. Room that we booked was not available (King) so we ended up having to take a double room. First room we were given had nothing but cement floor in it. Clerk didn't know that entire floor was under construction. 2nd room, door wouldn't work, were told... More
0	Absolutely Pathetic Attempt at a Hotel. Stayed in the 'annex' rooms. FIRST OF ALL... the elevators weren't working!! So we all had to lug our luggage up to the 4th floor!! (seriously) Walked in and it looked like an old dirty motel room that they attempted to cover up with a fresh coat of paint (that wasn't really working-chips and marks everywhere) and some cheap 'mod' furniture. When they say that the hotel is retro, it really means they were too cheap to update it from the 60s 2 star motel it must have been previously. My friends and I tried to ignore it and wanted to listen to some music and have some drinks before heading out. The ice machine wasn't working either! big surprise... okay, so what about the Ipod dock it said would be in the room None to be found... called down to the front desk and told them to get us one.. got a call back saying sorry they are all out tonight. COOL. What else The mirror that they show in the online picture above the tv/dresser wasn't there! There is only one tiny mirror in the gross bathroom. This place is really just pathetic.
